question_text,expected_answer,bloom_label,complexity_score,technology
What is immutability in JavaScript?,"Immutability means objects cannot be changed after creation. Instead of modifying existing objects, new objects are created. Libraries like Immutable.js provide immutable data structures. Benefits include predictable state changes and easier debugging.",CREATE,5.3,javascript
What is the difference between imperative and declarative programming?,"Imperative programming describes how to do something (step-by-step instructions). Declarative programming describes what you want to achieve (desired outcome). JavaScript supports both: imperative with for loops, declarative with array methods like map/filter.",REMEMBER,4.4,javascript
What is lazy evaluation in JavaScript?,"Lazy evaluation delays computation until the result is actually needed. It can improve performance by avoiding unnecessary calculations. JavaScript implements lazy evaluation in logical operators (&&, ||), generators, and some functional programming patterns.",APPLY,4.7,javascript
What is tree shaking in JavaScript?,Tree shaking is a dead code elimination technique that removes unused code from the final bundle. It works with ES6 modules' static structure to determine which exports are used. Webpack and other bundlers implement tree shaking to reduce bundle size.,APPLY,2.8,javascript
What is code splitting in JavaScript?,"Code splitting divides application code into smaller chunks that can be loaded on demand. It reduces initial bundle size and improves performance. Techniques include dynamic imports, route-based splitting, and component-based splitting in frameworks like React.",REMEMBER,3.8,javascript
What is the critical rendering path?,"Critical rendering path is the sequence of steps the browser takes to render a page: HTML parsing, CSS parsing, render tree construction, layout, and paint. JavaScript can block this process. Understanding it helps optimize page load performance.",CREATE,5.8,javascript
What is the difference between synchronous and asynchronous code?,"Synchronous code executes sequentially, blocking subsequent code until current operation completes. Asynchronous code allows other operations to continue while waiting for completion. JavaScript uses callbacks, promises, and async/await for asynchronous operations.",APPLY,4.6,javascript
What is the difference between parallel and concurrent execution?,"Parallel execution runs multiple tasks simultaneously on different processors. Concurrent execution interleaves multiple tasks on single processor, giving illusion of simultaneity. JavaScript is single-threaded but achieves concurrency through event loop and asynchronous operations.",REMEMBER,3.2,javascript
What are Web Workers in JavaScript?,Web Workers run JavaScript in background threads separate from main UI thread. They enable true parallel processing for CPU-intensive tasks without blocking the UI. Communication happens through message passing. Types include dedicated workers and shared workers.,REMEMBER,2.8,javascript
What is Service Worker in JavaScript?,"Service Worker is a script that runs in background, separate from web pages. It acts as a proxy for network requests, enables offline functionality, push notifications, and background sync. Essential for Progressive Web Apps (PWAs).",REMEMBER,3.6,javascript
What is the difference between websockets and HTTP?,"HTTP is request-response protocol, stateless, and unidirectional. WebSockets provide full-duplex communication, persistent connection, and real-time data exchange. WebSockets are better for chat applications, real-time updates, and low-latency communication.",REMEMBER,2.7,javascript
What is Server-Sent Events (SSE)?,"Server-Sent Events (SSE) allow server to push data to client over HTTP connection. It's unidirectional (server to client), simpler than WebSockets, and automatically handles reconnection. Ideal for real-time updates like news feeds or stock prices.",REMEMBER,3.8,javascript
What is GraphQL and how does it differ from REST?,"GraphQL is a query language for APIs that allows clients to request exactly what data they need. Unlike REST's fixed endpoints, GraphQL uses single endpoint with flexible queries. It reduces over-fetching and under-fetching of data.",APPLY,3.2,javascript
What is OAuth in web applications?,OAuth is an authorization protocol that allows third-party applications to access user data without exposing credentials. It uses tokens instead of passwords and provides different grant types. Common in social login and API access scenarios.,APPLY,4.2,javascript
What is XSS (Cross-Site Scripting) and how to prevent it?,"XSS is a security vulnerability where attackers inject malicious scripts into web pages. Prevention includes input validation, output encoding, Content Security Policy (CSP), and avoiding innerHTML with user data. Use textContent or sanitization libraries.",APPLY,4.6,javascript
What is CSRF (Cross-Site Request Forgery) and how to prevent it?,"CSRF is an attack where malicious site tricks user into performing unwanted actions on trusted site. Prevention includes CSRF tokens, SameSite cookie attribute, checking Referer header, and requiring re-authentication for sensitive actions.",APPLY,4.2,javascript
What is Content Security Policy (CSP)?,"CSP is a security mechanism that helps prevent XSS attacks by controlling which resources can be loaded and executed. It's implemented through HTTP headers or meta tags, specifying allowed sources for scripts, styles, images, and other resources.",APPLY,4.6,javascript
What is JWT (JSON Web Token)?,"JWT is a compact, URL-safe token format for securely transmitting information between parties. It consists of header, payload, and signature. JWTs are self-contained, stateless, and commonly used for authentication and authorization in web applications.",APPLY,4.2,javascript
What is webpack and how does it work?,"Webpack is a module bundler that process and bundles JavaScript applications. It creates dependency graphs, transforms assets through loaders, and optimizes output through plugins. It handles code splitting, hot module replacement, and tree shaking.",CREATE,4.3,javascript
What is Babel and why is it used?,Babel is a JavaScript compiler that transforms modern JavaScript code into backwards-compatible versions. It enables using latest JavaScript features while maintaining browser compatibility. Babel uses plugins and presets to define transformation rules.,REMEMBER,3.7,javascript
What is ESLint and how does it help?,"ESLint is a static code analysis tool that identifies and fixes problems in JavaScript code. It enforces coding standards, catches potential errors, and maintains code quality. It's highly configurable and integrates with editors and build processes.",REMEMBER,3.2,javascript
What is TypeScript and its benefits?,"TypeScript is a superset of JavaScript that adds static type checking. Benefits include early error detection, better IDE support, improved refactoring, and enhanced code documentation. It compiles to plain JavaScript and works with existing JavaScript code.",REMEMBER,3.3,javascript
What is the difference between npm and yarn?,"Both are package managers for Node.js. npm is the original, comes with Node.js. Yarn was created by Facebook for faster, more reliable dependency management. Both have similar functionality but different CLI commands and performance characteristics.",CREATE,6.6,javascript
What is semantic versioning (semver)?,"Semantic versioning uses three numbers: MAJOR.MINOR.PATCH. MAJOR for incompatible API changes, MINOR for backwards-compatible functionality, PATCH for backwards-compatible bug fixes. It helps developers understand the impact of updates.",APPLY,3.7,javascript
What is the difference between dependencies and devDependencies?,"dependencies are packages required for the application to run in production. devDependencies are packages needed only during development (testing, building, linting). Production builds typically exclude devDependencies to reduce bundle size.",CREATE,5.6,javascript
What is package-lock.json and why is it important?,package-lock.json locks exact versions of all dependencies and their sub-dependencies. It ensures consistent installs across different environments and prevents unexpected updates. It should be committed to version control for reproducible builds.,REMEMBER,3.2,javascript
What is the difference between CommonJS and ES6 modules?,"CommonJS uses require() and module.exports, loads synchronously, and is used in Node.js. ES6 modules use import/export, support static analysis, and are the standard for browsers. ES6 modules enable tree shaking and better tooling support.",APPLY,4.4,javascript
What is dynamic import() in JavaScript?,"Dynamic import() allows loading modules asynchronously at runtime. It returns a Promise and enables code splitting, conditional loading, and lazy loading. Useful for loading modules based on user actions or conditions.",APPLY,4.7,javascript
What is the difference between default and named exports?,"Default exports allow exporting single value per module, imported without braces. Named exports allow multiple exports per module, imported with braces. A module can have one default export and multiple named exports.",REMEMBER,3.2,javascript
What is module bundling and why is it needed?,"Module bundling combines multiple JavaScript files into fewer bundles for production. It reduces HTTP requests, resolves dependencies, and optimizes delivery. Tools like webpack, Rollup, and Parcel handle bundling with various optimization techniques.",APPLY,4.3,javascript
What is the JavaScript engine and how does it work?,"JavaScript engine is a program that executes JavaScript code. It includes parser, compiler, and runtime. Modern engines use Just-In-Time (JIT) compilation to convert code to machine code. Examples include V8 (Chrome), SpiderMonkey (Firefox), and JavaScriptCore (Safari).",APPLY,5.8,javascript
What is garbage collection in JavaScript?,Garbage collection automatically manages memory by removing objects that are no longer reachable. JavaScript uses mark-and-sweep algorithm and generational garbage collection. It prevents memory leaks but can cause performance pauses if not optimized.,APPLY,4.7,javascript
What is the difference between heap and stack memory?,"Stack memory stores primitive values and function calls in LIFO order. Heap memory stores objects and is managed by garbage collection. Stack is faster but limited in size, heap is flexible but slower with dynamic allocation.",REMEMBER,3.2,javascript
What is V8 engine optimization?,"V8 engine optimizes JavaScript through techniques like hidden classes, inline caching, and TurboFan optimizing compiler. It monitors code execution patterns and optimizes frequently executed code paths. Understanding these optimizations helps write performant JavaScript.",REMEMBER,3.8,javascript
What is the difference between interpreted and compiled languages?,Interpreted languages execute code line by line at runtime. Compiled languages translate code to machine code before execution. JavaScript is traditionally interpreted but modern engines use JIT compilation for performance optimization.,UNDERSTAND,5.7,javascript
What is polyfill and shim in JavaScript?,Polyfill provides missing functionality in older browsers by implementing newer APIs. Shim is a more general term for code that provides API compatibility. Both enable using modern JavaScript features while maintaining backwards compatibility.,APPLY,4.6,javascript
What is feature detection vs browser detection?,Feature detection tests if specific functionality exists before using it. Browser detection identifies specific browser and version. Feature detection is preferred as it's more reliable and future-proof than browser detection.,REMEMBER,2.7,javascript
What is Progressive Enhancement?,"Progressive Enhancement starts with basic functionality that works everywhere, then adds enhanced features for capable browsers. It ensures core functionality works without JavaScript and enhances the experience when JavaScript is available.",REMEMBER,3.2,javascript
What is Graceful Degradation?,"Graceful Degradation starts with full functionality for modern browsers, then provides fallbacks for older ones. It's opposite of Progressive Enhancement. The goal is to maintain usability even when advanced features aren't supported.",REMEMBER,2.8,javascript
What are Web Components?,"Web Components are a set of web platform APIs that allow creating custom, reusable HTML elements. They include Custom Elements, Shadow DOM, HTML Templates, and ES Modules. They enable building encapsulated, reusable components for web applications.",REMEMBER,2.8,javascript
What is Shadow DOM?,"Shadow DOM provides encapsulation for DOM and CSS within web components. It creates isolated DOM trees that don't interfere with main document. Styles and scripts are scoped to the shadow tree, preventing conflicts and enabling true component encapsulation.",CREATE,5.8,javascript
What is Virtual DOM?,Virtual DOM is a JavaScript representation of the real DOM. It's a programming concept where UI is kept in memory and synced with real DOM through reconciliation. Libraries like React use Virtual DOM for efficient updates and better performance.,APPLY,4.3,javascript
What is the difference between Virtual DOM and Shadow DOM?,"Virtual DOM is a JavaScript abstraction for performance optimization, used by libraries like React. Shadow DOM is a web standard for encapsulation in web components. Virtual DOM is about efficient updating, Shadow DOM is about component isolation.",APPLY,5.7,javascript
What is PWA (Progressive Web App)?,"PWA is a web application that uses modern web capabilities to deliver app-like experiences. Key features include service workers, web app manifest, offline functionality, push notifications, and installability. PWAs work on any platform with a standards-compliant browser.",APPLY,4.6,javascript
What is WebAssembly (WASM)?,"WebAssembly is a binary instruction format for stack-based virtual machine. It enables running code written in languages like C, C++, and Rust in web browsers with near-native performance. It complements JavaScript for performance-critical applications.",REMEMBER,3.7,javascript
What is the difference between HTTP/1.1 and HTTP/2?,"HTTP/2 supports multiplexing (multiple requests over single connection), header compression, and server push. HTTP/1.1 processes requests sequentially. HTTP/2 improves performance by reducing latency and enabling more efficient resource loading.",REMEMBER,3.6,javascript
What is the importance of HTTP status codes?,"HTTP status codes indicate the result of HTTP requests. 2xx indicates success, 3xx redirection, 4xx client errors, 5xx server errors. Understanding status codes helps with error handling, debugging, and building robust web applications.",REMEMBER,2.8,javascript
What is caching in web development?,"Caching stores frequently accessed data in fast storage for quick retrieval. Types include browser cache, CDN cache, and application cache. Proper caching improves performance, reduces server load, and enhances user experience.",APPLY,4.3,javascript
What is CDN (Content Delivery Network)?,"CDN is a distributed network of servers that deliver web content based on user's geographic location. It reduces latency, improves load times, and provides redundancy. CDNs cache static assets like images, CSS, and JavaScript files.",APPLY,4.2,javascript
What is the difference between client-side and server-side rendering?,"Client-side rendering (CSR) builds the page in the browser using JavaScript. Server-side rendering (SSR) generates HTML on the server. CSR offers better interactivity, SSR provides better SEO and initial load performance.",CREATE,7.0,javascript
What is hydration in web development?,Hydration is the process of adding interactivity to server-rendered HTML by attaching event listeners and initializing client-side JavaScript. It bridges the gap between server-side rendering and client-side functionality.,REMEMBER,1.9,javascript
What is JAMstack architecture?,"JAMstack (JavaScript, APIs, Markup) is a modern web architecture that uses pre-built markup, serverless functions, and APIs. It provides better performance, security, and scalability by serving static files and using CDNs.",APPLY,5.7,javascript
What is microservices architecture?,"Microservices architecture breaks applications into small, independent services that communicate over APIs. Each service handles specific business functionality and can be developed, deployed, and scaled independently. It contrasts with monolithic architecture.",CREATE,5.8,javascript
What is serverless computing?,"Serverless computing runs code without managing servers. Cloud providers handle infrastructure, scaling, and resource allocation. Functions are triggered by events and billed per execution. Examples include AWS Lambda, Vercel Functions, and Netlify Functions.",REMEMBER,2.8,javascript
What is the difference between SQL and NoSQL databases?,"SQL databases use structured query language, have fixed schemas, and support ACID transactions. NoSQL databases are flexible, schema-less, and scale horizontally. SQL is better for complex queries, NoSQL for large-scale, high-performance applications.",APPLY,5.2,javascript
What is API rate limiting?,"API rate limiting controls the number of requests a client can make within a time window. It prevents abuse, ensures fair usage, and maintains service stability. Common strategies include token bucket, sliding window, and fixed window algorithms.",APPLY,3.8,javascript
What is API versioning?,"API versioning manages changes to APIs while maintaining backwards compatibility. Strategies include URL path versioning (/v1/), header versioning, and query parameter versioning. It allows evolution of APIs without breaking existing clients.",REMEMBER,3.2,javascript
What is the difference between authentication and authorization?,"Authentication verifies who you are (identity verification). Authorization determines what you can do (permissions and access control). Authentication comes first, then authorization checks if authenticated user has permission for specific actions.",APPLY,5.0,javascript
What is unit testing in JavaScript?,"Unit testing tests individual components or functions in isolation. It verifies that each unit of code works correctly. Popular JavaScript testing frameworks include Jest, Mocha, and Jasmine. Unit tests should be fast, reliable, and maintainable.",REMEMBER,3.7,javascript
What is integration testing?,"Integration testing tests interactions between different system components. It verifies that integrated modules work together correctly. It's performed after unit testing and before system testing. Tools include Cypress, Selenium, and Puppeteer for web applications.",REMEMBER,3.2,javascript
What is end-to-end (E2E) testing?,"E2E testing simulates real user scenarios from start to finish. It tests complete user workflows in production-like environment. E2E tests are slower but catch integration issues that unit tests miss. Tools include Cypress, Playwright, and Selenium.",APPLY,4.2,javascript
What is Test-Driven Development (TDD)?,"TDD is a development approach where tests are written before the actual code. The cycle is: write failing test, write minimal code to pass, refactor. TDD ensures code quality, better design, and comprehensive test coverage.",CREATE,5.7,javascript
What is mocking in JavaScript testing?,"Mocking creates fake implementations of functions, modules, or objects for testing purposes. It isolates the code under test by controlling dependencies. Jest provides built-in mocking capabilities with jest.fn(), jest.mock(), and jest.spyOn() for comprehensive test isolation.",APPLY,4.4,javascript
What is the difference between snapshot testing and visual regression testing?,Snapshot testing compares serialized component output to stored snapshots to detect unexpected changes. Visual regression testing compares actual screenshots to reference images to catch visual differences. Snapshot testing is faster but less comprehensive than visual testing.,UNDERSTAND,3.7,javascript
What is accessibility (a11y) in web development?,"Accessibility ensures web applications are usable by people with disabilities. It includes proper semantic HTML, keyboard navigation, screen reader support, color contrast, and ARIA attributes. WCAG guidelines provide standards for accessible web development.",CREATE,5.7,javascript
What are ARIA attributes and why are they important?,"ARIA (Accessible Rich Internet Applications) attributes provide semantic information to assistive technologies like screen readers. They include roles, properties, and states that describe UI elements' purpose and behavior. Essential for making dynamic web applications accessible.",REMEMBER,3.2,javascript
What is keyboard navigation and why is it important?,"Keyboard navigation allows users to interact with web applications using only the keyboard. It's essential for users with motor disabilities and power users. Proper implementation includes tab order, focus management, keyboard shortcuts, and skip links for efficient navigation.",APPLY,3.8,javascript
What is the difference between performance monitoring and error monitoring?,"Performance monitoring tracks application speed, response times, and resource usage to identify bottlenecks. Error monitoring captures and reports runtime errors, exceptions, and crashes. Both are crucial for maintaining application health - performance for user experience, error monitoring for reliability.",REMEMBER,4.6,javascript
What is the difference between Map and Object in JavaScript?,"Map allows any type of keys and maintains insertion order, while Object keys are strings/symbols. Map has size property, Object doesn't. Map is iterable by default, Object requires Object.keys(). Map has better performance for frequent additions/deletions.",REMEMBER,4.3,javascript
What is the difference between shallow and deep cloning?,"Shallow cloning copies only the top-level properties, nested objects are still referenced. Deep cloning creates independent copies of all nested objects. Shallow methods: Object.assign(), spread operator. Deep methods: JSON.parse(JSON.stringify()), structuredClone(), or libraries like Lodash.",CREATE,6.7,javascript
What is the BigInt data type in JavaScript?,BigInt represents arbitrarily large integers beyond Number.MAX_SAFE_INTEGER. Created with BigInt() constructor or 'n' suffix. BigInt and Number cannot be mixed in operations. Useful for precise integer calculations with very large numbers.,CREATE,5.5,javascript
What is the difference between synchronous and asynchronous iterations?,"Synchronous iteration processes items one by one, blocking execution. Asynchronous iteration allows processing items without blocking, using for-await-of loop. Async iterators return promises, enabling processing of streams or async data sources.",REMEMBER,3.2,javascript
What is the Optional Chaining operator (?.) in JavaScript?,Optional chaining (?.) safely accesses nested object properties without throwing errors if intermediate properties are null/undefined. It returns undefined if the chain is broken. Syntax: obj?.prop?.subprop or obj?.method?.(). Available in ES2020.,REMEMBER,3.8,javascript
What is the Nullish Coalescing operator (??) in JavaScript?,"Nullish coalescing (??) returns the right operand when left is null or undefined. Unlike ||, it doesn't treat 0, false, or empty string as falsy. Syntax: value ?? defaultValue. Useful for providing default values only for null/undefined.",REMEMBER,4.0,javascript
What is the difference between Object.preventExtensions() and Object.freeze()?,Object.preventExtensions() prevents adding new properties but allows modifying existing ones. Object.freeze() prevents both adding and modifying properties (completely immutable). Both prevent property deletion if non-configurable.,REMEMBER,3.7,javascript
What is the Intl object in JavaScript?,"Intl provides internationalization support for formatting dates, numbers, currencies, and localized text. It includes DateTimeFormat, NumberFormat, Collator, and more. Enables building applications that work across different languages and regions.",REMEMBER,2.7,javascript
What is the difference between for...await...of and Promise.all()?,"for...await...of processes async operations sequentially, waiting for each to complete before starting the next. Promise.all() processes them concurrently, waiting for all to complete. Use for...await...of for dependent operations, Promise.all() for independent ones.",APPLY,4.8,javascript
What is the AbortController in JavaScript?,"AbortController provides a way to cancel ongoing operations like fetch requests. It has signal property and abort() method. When abort() is called, the signal fires 'abort' event, allowing operations to be cancelled gracefully.",REMEMBER,3.6,javascript
What is the difference between event.target and event.currentTarget?,"event.target is the element that triggered the event (actual clicked element). event.currentTarget is the element the event listener is attached to (where the handler is bound). In event delegation, target changes but currentTarget remains the same.",REMEMBER,3.6,javascript
What is the Performance API in JavaScript?,"Performance API provides timing information about web page loading and JavaScript execution. It includes methods like now(), mark(), measure(), and getEntries(). Useful for performance monitoring, optimization, and user experience analysis.",APPLY,5.1,javascript
What is the difference between import() and require()?,"import() is dynamic, returns a Promise, and works with ES modules. require() is synchronous, immediate, and works with CommonJS. import() enables code splitting and conditional loading, while require() is traditional Node.js module loading.",REMEMBER,4.6,javascript
What is the ResizeObserver API?,"ResizeObserver observes changes to element dimensions and executes callback when size changes. It's more performant than listening to window resize events. Useful for responsive components, layout calculations, and container queries.",REMEMBER,2.7,javascript
What is the difference between Array.from() and spread operator?,"Array.from() creates arrays from array-like objects or iterables, with optional mapping function. Spread operator creates arrays from iterables only, no mapping. Array.from() is more versatile for complex transformations, spread is simpler for basic copying.",CREATE,6.3,javascript
What is the MutationObserver API?,"MutationObserver observes DOM changes like added/removed elements, attribute changes, and text content changes. It's asynchronous and batches mutations for performance. Useful for reacting to DOM changes without polling.",APPLY,3.8,javascript
What is the difference between Number.isNaN() and global isNaN()?,"Number.isNaN() checks if value is exactly NaN without type conversion. Global isNaN() converts value to number first, then checks. Number.isNaN() is more reliable and strict. Global isNaN() can give unexpected results with non-numeric values.",REMEMBER,4.2,javascript
What is the URL API in JavaScript?,"URL API provides methods to parse, construct, and manipulate URLs. It includes URL constructor, searchParams for query strings, and properties like protocol, hostname, pathname. More reliable than manual string manipulation for URL handling.",CREATE,5.3,javascript
What is the difference between Array.prototype.sort() and Array.prototype.toSorted()?,sort() mutates the original array and returns reference to it. toSorted() returns a new sorted array without modifying the original. toSorted() is part of newer immutable array methods introduced in ES2023.,REMEMBER,4.2,javascript
What is the crypto.randomUUID() method?,crypto.randomUUID() generates cryptographically secure random UUID (Universally Unique Identifier) following RFC 4122. It returns a version 4 UUID string. More secure than Math.random() for generating unique identifiers.,CREATE,6.2,javascript
What is the difference between Object.hasOwn() and Object.prototype.hasOwnProperty()?,"Object.hasOwn() is a static method that checks if object has own property. hasOwnProperty() is an instance method that can be overridden. Object.hasOwn() is more reliable and safer, especially for objects without prototype or with overridden hasOwnProperty.",REMEMBER,4.2,javascript
What is the at() method for arrays and strings?,"at() method returns element at specified index, supporting negative indices. Negative indices count from the end: arr.at(-1) returns last element. More convenient than bracket notation for accessing elements from the end.",REMEMBER,4.0,javascript
What is the difference between Object.groupBy() and Map.groupBy()?,Object.groupBy() groups iterable elements into object with string keys. Map.groupBy() groups into Map with any key type. Both take callback function to determine grouping key. Map.groupBy() is more flexible for non-string keys.,REMEMBER,3.6,javascript
What is the Array.prototype.with() method?,"with() method returns new array with element at specified index replaced by new value. It's an immutable alternative to bracket assignment. Syntax: arr.with(index, newValue). Part of ES2023 immutable array methods.",REMEMBER,2.7,javascript
What is the difference between Array.prototype.findLast() and Array.prototype.find()?,"find() returns first element matching condition, searching from start. findLast() returns last element matching condition, searching from end. Both return undefined if no match found. findLast() is useful when you need the last occurrence.",REMEMBER,4.6,javascript
What is the String.prototype.replaceAll() method?,"replaceAll() replaces all occurrences of a substring or pattern with replacement string. Unlike replace(), it doesn't need global flag for regex. Syntax: str.replaceAll(searchValue, replaceValue). More convenient than replace() with global flag.",REMEMBER,3.4,javascript
What is the difference between Array.prototype.flat() and Array.prototype.flatMap()?,"flat() flattens nested arrays to specified depth. flatMap() maps each element using callback, then flattens result by one level. flatMap() is equivalent to map() followed by flat(1). flatMap() is more efficient for map-then-flatten operations.",REMEMBER,4.2,javascript
What is the String.prototype.padStart() and String.prototype.padEnd() methods?,"padStart() pads string from beginning with specified characters to reach target length. padEnd() pads from end. Both accept length and optional pad string (defaults to space). Useful for formatting, alignment, and creating fixed-width strings.",APPLY,4.6,javascript
What is the difference between Array.prototype.includes() and Array.prototype.indexOf()?,"includes() returns boolean indicating if element exists in array. indexOf() returns index of first occurrence or -1 if not found. includes() uses SameValueZero comparison (handles NaN correctly), indexOf() uses strict equality. includes() is more readable for existence checks.",APPLY,5.2,javascript
What is the Object.fromEntries() method?,"Object.fromEntries() creates object from iterable of key-value pairs. It's the reverse of Object.entries(). Accepts any iterable like arrays, Maps, or custom iterables. Useful for transforming data structures and creating objects from key-value pairs.",APPLY,4.4,javascript
What is the difference between Array.prototype.every() and Array.prototype.some()?,"every() returns true if all elements pass the test, false otherwise. some() returns true if at least one element passes the test. every() stops on first false, some() stops on first true. Both short-circuit for performance.",REMEMBER,4.1,javascript
What is the String.prototype.matchAll() method?,"matchAll() returns iterator of all matches for a global regex. Unlike match() with global flag, it returns full match information including capture groups. Must use global flag with regex. More powerful than match() for complex pattern matching.",APPLY,3.2,javascript
What is the difference between Array.prototype.reverse() and Array.prototype.toReversed()?,reverse() mutates original array by reversing elements in place. toReversed() returns new reversed array without modifying original. toReversed() is part of ES2023 immutable array methods for functional programming patterns.,REMEMBER,3.7,javascript
What is the Array.prototype.toSpliced() method?,"toSpliced() returns new array with elements removed/added at specified position without modifying original. It's immutable alternative to splice(). Syntax: arr.toSpliced(start, deleteCount, ...items). Part of ES2023 immutable array methods.",REMEMBER,3.3,javascript
What is the difference between Number.parseInt() and parseInt()?,Number.parseInt() is static method on Number constructor. parseInt() is global function. Both work identically for parsing strings to integers. Number.parseInt() is preferred in modern code as it's more explicit and avoids global namespace pollution.,CREATE,7.1,javascript
What is the structuredClone() function?,"structuredClone() creates deep copy of objects using structured clone algorithm. It handles complex objects, circular references, and special types like Date, RegExp, and typed arrays. Native alternative to JSON.parse(JSON.stringify()) with better support for complex data.",CREATE,6.7,javascript
What is the difference between Array.prototype.concat() and spread operator?,"concat() creates new array by concatenating arrays/values. Spread operator expands arrays into individual elements. Both can combine arrays, but spread is more flexible for complex operations. concat() is method call, spread is syntax.",CREATE,6.7,javascript
What is the globalThis object?,"globalThis provides standardized way to access global object across environments. It's 'window' in browsers, 'global' in Node.js, 'self' in Web Workers. Eliminates need for environment-specific global object detection. Available in modern JavaScript environments.",REMEMBER,3.2,javascript
What is the difference between Array.prototype.join() and Array.prototype.toString()?,join() concatenates array elements with specified separator (default comma). toString() converts array to string using comma separator. join() is more flexible with custom separators. Both handle nested arrays by flattening them.,REMEMBER,4.6,javascript
What is the queueMicrotask() function?,"queueMicrotask() schedules callback to run in microtask queue. Microtasks execute before next macrotask, ensuring consistent ordering. Useful for scheduling callbacks that should run after current synchronous code but before next event loop iteration.",APPLY,3.8,javascript
What is the difference between Object.is() and === operator?,"Object.is() performs SameValue comparison, handling NaN and +0/-0 correctly. === operator uses strict equality with special cases: NaN !== NaN and +0 === -0. Object.is() is more precise for edge cases but === is more commonly used.",APPLY,4.8,javascript
What is the Array.prototype.copyWithin() method?,"copyWithin() copies array elements to another position within same array, mutating it. Syntax: arr.copyWithin(target, start, end). It shifts elements without changing array length. Useful for efficient array manipulation without creating new arrays.",APPLY,4.6,javascript
What is the difference between Array.prototype.fill() and Array.from() with mapping?,"fill() replaces all elements with static value, mutating original array. Array.from() with mapping creates new array with computed values for each position. fill() is for uniform values, Array.from() for dynamic values based on index.",CREATE,6.7,javascript
What is the String.prototype.normalize() method?,"normalize() returns Unicode-normalized form of string. Different Unicode sequences can represent same characters. Normalization forms: NFC, NFD, NFKC, NFKD. Essential for string comparison with international characters and emojis.",REMEMBER,3.1,javascript
"What is the difference between Array.prototype.keys(), values(), and entries()?","keys() returns iterator of array indices. values() returns iterator of array values. entries() returns iterator of [index, value] pairs. All return iterators, not arrays. Useful for for...of loops and custom iteration patterns.",APPLY,5.2,javascript
What is the String.prototype.codePointAt() method?,"codePointAt() returns Unicode code point at specified position. Unlike charCodeAt(), it handles surrogate pairs correctly for characters outside Basic Multilingual Plane. Essential for proper Unicode handling in international applications.",REMEMBER,3.3,javascript
What is the difference between Array.prototype.reduceRight() and Array.prototype.reduce()?,reduce() processes array from left to right. reduceRight() processes from right to left. Both accumulate values using callback function. Direction matters for non-commutative operations like string concatenation or nested array processing.,REMEMBER,4.4,javascript
What is the Array.prototype.lastIndexOf() method?,lastIndexOf() returns last index of specified element or -1 if not found. Searches from end to beginning. Accepts optional fromIndex parameter to start search from specific position. Useful for finding last occurrence in arrays.,APPLY,4.2,javascript
What is the String.prototype.localeCompare() method?,"localeCompare() compares strings according to locale-specific rules. Returns negative, zero, or positive number for less than, equal, or greater than comparison. Handles accented characters, case sensitivity, and numeric sorting correctly.",UNDERSTAND,3.6,javascript
What is the difference between Array.prototype.findIndex() and Array.prototype.findLastIndex()?,"findIndex() returns index of first element matching condition. findLastIndex() returns index of last element matching condition. Both return -1 if no match found. findLastIndex() searches from end, useful for finding last occurrence.",APPLY,5.6,javascript
What is the String.prototype.trimStart() and String.prototype.trimEnd() methods?,trimStart() removes whitespace from beginning of string. trimEnd() removes whitespace from end. Both return new string without modifying original. More specific than trim() which removes whitespace from both ends.,REMEMBER,4.1,javascript
What is the Array.prototype.toLocaleString() method?,"toLocaleString() returns string representation of array elements using locale-specific formatting. Each element's toLocaleString() is called with locale and options. Useful for displaying arrays with formatted numbers, dates, and currencies.",APPLY,4.3,javascript
What is the difference between Number.isFinite() and global isFinite()?,Number.isFinite() checks if value is finite number without type coercion. Global isFinite() converts value to number first. Number.isFinite() is more strict and reliable. Global isFinite() can give unexpected results with non-numeric values.,REMEMBER,4.2,javascript
What is the String.fromCharCode() and String.fromCodePoint() methods?,String.fromCharCode() creates string from UTF-16 code units. String.fromCodePoint() creates string from Unicode code points. fromCodePoint() handles surrogate pairs correctly for characters outside Basic Multilingual Plane. fromCodePoint() is more Unicode-compliant.,CREATE,5.8,javascript
What is the difference between Number.prototype.toFixed() and Number.prototype.toPrecision()?,"toFixed() formats number with fixed decimal places. toPrecision() formats with specified significant digits. toFixed() always shows decimal notation, toPrecision() may use exponential notation. Both return strings, not numbers.",APPLY,5.1,javascript
What is the Array.prototype.sort() stability?,"Array.sort() is stable in modern JavaScript, meaning elements with equal sort keys maintain their relative order. Stable sorting is important for multi-level sorting where previous sort order should be preserved for equal elements. Guaranteed stable since ES2019.",REMEMBER,2.8,javascript
What is the Number.prototype.toExponential() method?,toExponential() returns string representing number in exponential notation. Optionally accepts parameter for number of digits after decimal point. Useful for displaying very large or very small numbers in scientific format.,APPLY,3.7,javascript
What is the String.prototype.repeat() method?,"repeat() constructs and returns string with specified number of copies of the string. Throws RangeError if count is negative or infinity. Useful for creating repeated patterns, padding, or generating test data.",APPLY,4.6,javascript
What is the difference between Array.isArray() and instanceof Array?,Array.isArray() is reliable method to check if value is array. instanceof Array can fail with arrays from different frames/contexts. Array.isArray() works correctly with arrays from any realm. Always prefer Array.isArray() for array detection.,REMEMBER,4.0,javascript
